title;date;description;genre;rating;users_rating;votes;languages;directors;actors;runtime
Wiro Sableng 212;25/02/1992;Indonesia, the 16th century, Wiro Sableng, a disciple from a mysterious Warrior named Sinto Gendeng, got a mission from his Master to take down Mahesa Birawa, her former disciple who betrayed her.;Action;13+;7.2;1327;Indonesian;Angga Dwimas Sasongko;['Vino G. Bastian', 'Yayan Ruhian', 'Fariz Alfarazi', 'Ruth Marini', 'Marsha Timothy', 'Sherina Munaf', 'Marcella Zalianty', 'T. Rifnu Wikana', 'Yusuf Mahardika', 'Aghniny Haque', 'Lukman Sardi', 'Dwi Sasono', 'Happy Salma', 'Marcell Siahaan', 'Restu Triandy'];145
Yowis Ben;21/08/1959;Bayu falls in love with a girl and decided to form a band to make himself more popular than the girls' boyfriend. He forms a band with his friend and they name it Yowis Ben. But the problem happens when Yowis Ben is starting to popular.;Comedy;13+;8.4;308;Indonesian;Fajar Nugros;['Bayu Skak', 'Cut Meyriska', 'Brandon Salim', 'Joshua Suherman', 'Glenca Chysara', 'Aliyah Faizah', 'Tutus Thomson', 'Devina Aureel', 'Arief Didu', 'Tri Yudiman', 'Richard Oh', 'Ria Ricis', 'Erix Soekamti', 'Sandy Pas Band', 'Tretan Muslim'];86
12:06 Rumah Kucing;12/07/1994;Many strange and frightening events experienced by Randy's (Adi Nugroho) family with Rosa (Masayu Anastasia), since her split warehouse floor at her home just past midnight at 12:06 ...;Horror;13+;3.5;17;Indonesian;Chiska Doppert;['Masayu Anastasia', 'Endy Arfian', 'Christian Loho', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];113
5 Cowok Jagoan;09/08/1997;5 lifelong friends attempt to rescue a damsel in distress from gangsters and zombies in this action packed comedy.;Action;;6.7;14;Indonesian;Anggy Umbara;['Ario Bayu', 'Dwi Sasono', 'Cornelio Sunny', 'Arifin Putra', 'Muhadkly Acho', 'Nirina Zubir', 'Tika Bravani', 'Ganindra Bimo', 'Verdi Solaiman', 'Ence Bagus', 'Jajang C. Noer', 'Emil Kusumo', 'Yeyen Lydia', 'Tomy Babap', 'Fico Fachriza'];150
A: Aku, Benci, & Cinta;30/06/2006;Alvaro is an annoying boy who became the Student Council President, while Anggia was his deputy. They never get along in meetings. When she didn't agree to hold a Prom, he mocks that she was afraid because she would not get a partner.;Drama;;7.5;138;Indonesian;Rizki Balki;['Indah Permatasari', 'Jefri Nichol', 'Amanda Rawles', 'Brandon Salim', 'Syifa Hadju', 'Maxime Bouttier', 'Devin Putra', 'Alif Lubis', 'Debo Andryos', 'Richard Gibson', 'Josephine Firmstone', 'Tj Ruth', 'Naomi Paulina', 'Nicho Bryant', 'Sherly Margareta'];152
After School Horror 2;05/02/1993;;Horror;;5.1;17;Indonesian;Nayato Fio Nuala;['Michelle Joan', 'Cassandra Lee', 'Devin Putra', 'Randy Martin', 'Amara Sophie', 'Yoriko Angeline', 'Maura Gabrielle', 'Indah Nic', 'Citra Hikmah', 'Tirta Chan', 'Savira Aulia', 'Nurlina Evawati', 'Abbi Ibrahim', 'Aliyah Faizah', 'Agung Puncak'];77
Baracas: Barisan Anti Cinta Asmara;12/05/1982;Bandung is frightened because of the youth who left his family to join Baracas. Baracas is a place where men are disillusioned by women formed by Agus (Ringgo Agus Rahman).;Comedy;13+;6.3;15;Indonesian;Pidi Baiq;['Ajun Perwira', 'Ringgo Agus Rahman', 'Budi Doremi', 'Tika Bravani', 'Stella Cornelia', 'Cut Mini Theo', 'Daan Aria', 'Rully K. Ginting', 'Iang Darmawan', 'Nena Rosier', 'Resti Wulandari', 'Edi Brokoli', 'Fico Fachriza', nan, nan];196
Beyond Skyline;15/11/1989;A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.;Action;R;5.3;17778;English;Liam O'Donnell;"['Frank Grillo', 'Bojana Novakovic', 'Jonny Weston', 'Callan Mulvey', 'Antonio Fargas', 'Pamelyn Chee', 'Yayan Ruhian', 'Jacob Vargas', 'Iko Uwais', 'Lindsey Morgan', 'Samantha Jean', 'Betty Gabriel', 'Noel Gugliemi', ""Kevin O'Donnell"", 'Zarah Mahler']";130
Bukaan 8;04/08/1967;Story of a married couple, Alam and Mia, who awaiting the birth of their first child.;Comedy;;7.2;102;Indonesian;Angga Dwimas Sasongko;['Chicco Jerikho', 'Lala Karmela', 'Tio Pakusadewo', 'Sarah Sechan', 'Dayu Wijanto', 'Maruli Tampubolon', 'Mo Sidik', 'Melissa Karim', 'Ary Kirana', 'Nadine Alexandra', 'Dwi Sasono', 'Deddy Mahendra Desta', 'Uli Herdinansyah', 'Wawan Cenut', 'Irna Jufe'];86
Chrisye;26/05/1961;"This movie follows the story of Indonesia's legendary singers, Chrisye, since he was a teenager until he went through spiritual journey in search of the meaning of life that underlies in creating the song ""Ketika Tangan dan Kaki Berkata"".";Biography;;7.3;61;Indonesian;Rizal Mantovani;['Vino G. Bastian', 'Velove Vexia', 'Verdi Solaiman', 'Kholidi Asadil Alam', 'Arick Ardiansyah', 'Tria Changcut', 'Fendy Chow', 'Pasha Chrismansyah', 'Fuad Idris', 'Irsyadillah', 'Ali Mensan', 'Ayu Dyah Pasha', 'Andi Arsyil Rahman', 'Ray Sahetapy', 'Dwi Sasono'];162
Critical Eleven;27/08/1953;Ale and Anya first met on a flight from Jakarta to Sydney. Anya lured on the first 3 minutes, 7 hours later they were sitting next to each other and have a conversation and laughter, and 8 minutes before separating Ale sure he wants Anya.;Drama;;7.3;561;Indonesian;Robert Ronny;['Reza Rahadian', 'Adinia Wirasti', 'Slamet Rahardjo', 'Widyawati', 'Revalina S. Temat', 'Hamish Daud', 'Hannah Al Rashid', 'Astrid Tiar', 'Refal Hady', 'Anggika Bolsterli', 'Mikha Tambayong', 'Aci Resti', 'Nino Fernandez', 'Dwi Sasono', 'Carlos Camelo'];176
Dear Nathan;31/08/1965;When Nathan (Jefri Nichol) seriously starts to change for Salma (Amanda Rawles), Nathan's past love comes to ask for Nathan's love back.;Drama;13+;7.0;357;Indonesian;Indra Gunawan;['Amanda Rawles', 'Jefri Nichol', 'Surya Saputra', 'Rayn Wijaya', 'Diandra Agatha', 'Beby Tsabina', 'Chicco Kurniawan', 'Faiz Fadhil', 'Kevin Ardilova', 'Karina Suwandhi', 'Ayu Dyah Pasha', 'Raquel Katie Larkin', 'Karlina Inawati', 'Sri Hartini', 'Johan Sebastian'];93
Demi Cinta;14/08/1974;Bagus wants a woman, he should be at the same level with her. It is impossible for Bagus to have Cempaka, a secretary to the director, because he is unemployed and only high school graduate.;Comedy;;7.2;13;Indonesian;Azhar Kinoi Lubis;['Ricky Harun', 'Tora Sudiro', 'Nasya Marcella', 'Titi Kamal', 'Verdi Solaiman', 'Ibob Tarigan', 'Barry Prima', 'T. Rifnu Wikana', 'Agra Svarnabhumi', 'Farali Khan', 'Oki Setiana Dewi', 'Husein Alatas', 'Herichan', 'Ladislao', 'Muh Reyhan Sebastian D.'];182
Duka Sedalam Cinta;27/10/2009;Gagah had an accident and was helped by Yudi and his brother, Kyai Ghufron. Upon returning from North Maluku, Gagah changed. Mama and Gita are difficult to accept the change.;Drama;;8.7;25;Indonesian;Firman Syah;['Hamas Syahid', 'Aquino Umar', 'Masaji Wijayanto', 'Izzah Ajrina', 'Kholidi Asadil Alam', 'Abdurrahim Arsyad', 'Salim A. Fillah', 'Wulan Guritno', 'Epy Kusnandar', 'Asma Nadia', nan, nan, nan, nan, nan];152
Filosofi Kopi 2: Ben & Jody;06/02/1993;"Two years after Ben & Jody decided to sell their store and travel around Indonesia to distribute the ""best coffee"", the adventures of Ben & Jody with Kombi Coffee Philosophy hit a dead end.";Adventure;13+;7.3;321;Indonesian;Angga Dwimas Sasongko;['Rio Dewanto', 'Chicco Jerikho', 'Luna Maya', 'Nadine Alexandra', 'Ernest Prakasa', 'Westny Dj', 'Aufa Assagaf', 'Muhammad Aga', 'Melissa Karim', 'Tyo Pakusadewo', 'Otig Pakis', 'Ronny P. Tjandra', 'Dayu Wijanto', 'John Premix', 'Whani Darmawan'];46
Galih dan Ratna;06/10/1991;Two teenagers are not ready to become an adult. But they demanded a lot by their environment without considering what exactly that they want. They only have each other to quietly encourage each other and pursue their dreams.;Drama;;6.6;191;Indonesian;Lucky Kuswandi;['Refal Hady', 'Sheryl Sheinafia', 'Joko Anwar', 'Marissa Anita', 'Ayu Dyah Pasha', 'Hengky Tornando', 'Sari Koeswoyo', 'Indra Birowo', 'Rain Chudori', 'Stella Lee', 'Agra Piliang', 'Reza Rachman', 'Anneqe Bunglon', 'Anugrah Ramadhan', 'Anggis Dinda'];134
Gasing Tengkorak;19/01/1971;VERONICA (Nikita Willy), is a top diva. In a gig, Veronica suddenly fell unconscious. After getting help Veronica decided to calm herself away from disturbance. MICHAEL, Veronica's manager,...;Horror;13+;4.8;64;Indonesian;Jose Poernomo;['Nikita Willy', 'Rendy Khrisna', 'Voke Victoria', 'Farahdiba Ferreira', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];62
Hantu Gunung Kawi;12/06/1967;;Horror;;6.0;5;Indonesian;Nayato Fio Nuala;['Yeos Astawan', 'Indra Birowo', 'Maxime Bouttier', 'Roro Fitria', 'Yova Gracia', 'Lawra Incha Julia', 'Reymon Knuliqh', 'Shyalimar Malik', 'Roy Marten', 'Jordi Onsu', 'Laras Syerinita', 'Rayn Wijaya', nan, nan, nan];125
Insya Allah Sah;12/09/2004;Silvi (Titi Kamal), an unreligious girl, was trapped in an elevator with a strange guy, Raka (Pandji Pragiwaksono). She afraid that her life will be threatened and vowed that if she survived, she would become an obedient Muslim woman.;Comedy;;5.7;83;Indonesian;Benni Setiawan;['Pandji Pragiwaksono', 'Titi Kamal', 'Richard Kyle', 'Donita', 'Ferdy Taher', 'Joe Project P.', 'Budi Dalton', 'Budi Arab', 'Ira Maya Sopha', 'Tanta Ginting', 'Deddy Mizwar', 'Prilly Latuconsina', 'Marcella Zalianty', 'Happy Salma', 'Fitri Tropica'];190
Jailangkung;14/12/1999;The daughter who tries to figure out the mystery behind her father's tragic incident with the help of a puppet ghost, Jailangkung.;Horror;13+;3.7;221;Indonesian;Rizal Mantovani;['Amanda Rawles', 'Jefri Nichol', 'Hannah Al Rashid', 'Gabriella Quinlyn', 'Wulan Guritno', 'Lukman Sardi', 'Augie Fantinus', 'Butet Kertaradjasa', 'Egy Fedly', nan, nan, nan, nan, nan, nan];153
KAILI: Karena Aku Ingin Kembali;15/07/2003;;Drama;;8.2;16;Indonesian;Andi Syahwal Mattuju;['Moh. Dhoby', 'Atika Fauziyyah', 'Shella Silvany Kambay', 'Irmayani Keykenko', 'Oki Daeng Mabone', 'Moh. Novriandi', 'Andi Putra', 'Andi Arsyil Rahman', 'Sigit Purnomo Said', 'Ashar Yotomaruangi', nan, nan, nan, nan, nan];72
Kartini;08/10/1998;This movie follows the story of the Indonesian heroine named Kartini. In the early 1900s, when Indonesia was still a colony of the Netherlands, women weren't allowed to get higher education. Kartini grew up to fight for equality for women.;Biography;SU;7.7;336;Indonesian;Hanung Bramantyo;['Dian Sastrowardoyo', 'Reza Rahadian', 'Adinia Wirasti', 'Djenar Maesa Ayu', 'Ayushita', 'Rianti Cartwright', 'Hans de Kraker', 'Nova Eliza', 'Christine Hakim', 'Jeroen Lezer', 'Arjan Onderdenwijngaard', 'Rebecca Reijman', 'Dwi Sasono', 'Acha Septriasa', 'Denny Sumargo'];108
Keluarga Tak Kasat Mata;02/08/1964;This movie follows a young man who is telling a story about the company he used to work for in Yogyakarta. The story started when the company moved to a new building. He and his workmates started to experience inexplicable incidents.;Horror;13+;3.5;110;Indonesian;Hedy Suryawan;['Ganindra Bimo', 'Aura Kasih', 'Miller Khan', 'Deva Mahenra', 'Wizzy Williana', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];195
Labuan Hati;21/06/1970;Bia, mother of one daughter, comes to Komodo for solitude. Her suitcase is full of clothes from upscale designers, as well as self development books that actually he had memorized by rote. ...;Drama;17+;7.6;9;Indonesian;Lola Amaria;['Nadine Chandrawinata', 'Kelly Tandiono', 'Ully Triani', 'Ramon Y. Tungka', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];80
London Love Story 2;09/05/1976;The continuation of the romance between Caramel (Michelle Ziudith) and Dave (Dimas Anggara) who plan to visit Switzerland for a holiday. However, Dave cancels the trip at the last minute, leaving Caramel alone with another guy.;Drama;;7.0;7;Indonesian;Asep Kusdinar;['Michelle Ziudith', 'Dimas Anggara', 'Rizky Nazar', 'Ramzi', 'Salshabilla Adriani', 'Mawar Eva de Jongh', 'Irene Librawati', 'Ina Marika', nan, nan, nan, nan, nan, nan, nan];119
Mantan;25/05/1954;Before getting marriage, ADI (Gandhi Fernando) travels to 5 different cities in Indonesia to get closure with his ex-girlfriends.;Drama;;7.0;20;Indonesian;Svetlana Dea;['Gandhi Fernando', 'Luna Maya', 'Citra Scholastika', 'Kimberly Ryder', 'Ayudia Bing Slamet', 'Karina Nadila', 'Zoey Rahman', 'Daniel Irawan', nan, nan, nan, nan, nan, nan, nan];184
Marlina the Murderer in Four Acts;20/01/1994;Marlina lives quietly in Sumba until one day a man named Markus and his gang try to rob her house and she kills him. Eventually, she is haunted by Markus, and her life turns in 180 degrees.;Drama;21+;7.0;235;Indonesian;Mouly Surya;['Marsha Timothy', 'Egy Fedly', 'Tumpal Tampubolon', 'Yoga Pratama', 'Haydar Salishz', 'Yayu A.W. Unru', 'Norman R. Akyuwen', 'Ruly Lubis', 'Satrya Ghozali', 'Dea Panendra', 'Ayez Kassar', 'Rita Matu Mona', 'Anggun Priambodo', 'Safira Ahmad', 'Aryanto Bitu'];148
Mars Met Venus (Part Cewe);18/02/1988;The story is about relationships between a boy and a girl in gender-stereotyped perspective about dating, marriage and the effort to unite their personalities.;Comedy;;7.6;8;Indonesian;Hadrah Daeng Ratu;['Ge Pamungkas', 'Pamela Bowie', 'Ria Yunita', 'Rany Ramadhani', 'Reza Nangin', 'Ibob Tarigan', 'Steve Pattinama', 'Martin Anugerah', 'Fadi Iskandar', 'Pong Harjatmo', 'Ayu Dyah Pasha', 'Ovi Dian', 'Ajeng Suseno', 'Amanda Zevannya', 'Wisnu Adji Hidayat'];135
Mata Batin;05/09/1994;When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.;Drama;TV-MA;5.1;1059;Indonesian;Rocky Soraya;['Jessica Mila', 'Denny Sumargo', 'Citra Prima', 'Bianca Hello', 'Epy Kusnandar', 'Anita Hara', 'Derry Drajat', 'Voke Victoria', 'Shofia Shireen', 'Afdhal Yusman', 'Asri Handayani', 'Agus Julian', 'Ladislao', 'Daniel Leo', 'Dea Rizkyana'];138
Merah Putih Memanggil;02/09/2002;The story begins with hijacking an Indonesia medium-sized yacht flag within territory of Indonesia by international terrorists. One crew member was shot dead on board for insubordination. ...;Action;;8.7;69;Indonesian;Mirwan Suwarso;['Verdy Bhawanta', 'Mentari De Marelle', 'Prisia Nasution', 'Arjan Onderdenwijngaard', 'Restu Sinaga', 'Maruli Tampubolon', 'Ariyo Wahab', nan, nan, nan, nan, nan, nan, nan, nan];65
Mereka Yang Tak Terlihat;05/04/1960;Saras (Estelle Linden), an indigo child who has been able to see invisible beings since she was a child. One day Saras was visited by a spirit named Dinda (Frisly Balqis) who asked for her help.;Horror;;6.5;105;Indonesian;Billy Christian;['Estelle Linden', 'Sophia Latjuba', 'Bianca Hello', 'Roweina Umboh', 'Dayu Wijanto', 'Frisly Herlind', 'Maria Oentoe', nan, nan, nan, nan, nan, nan, nan, nan];100
Moammar Emka's Jakarta Undercover;17/08/2013;Pras (Oka Antara) wants to realize his dreams of having a significant life and career as a journalist, but Jakarta changes everything.;Drama;;7.2;107;Indonesian;Fajar Nugros;['Oka Antara', 'Ganindra Bimo', 'Edo Borne', 'Tiara Eve', 'Agus Kuncoro', 'Richard Kyle', 'Nikita Mirzani', 'Tio Pakusadewo', 'Lukman Sardi', 'Baim Wong', nan, nan, nan, nan, nan];55
Mooncake Story;25/08/1963;David (Morgan Oey) is a young entrepreneur who is at the peak of success. But some unexpected events that began with and it turns out David has Alzheimer's disease which paralyzes his memory.;Drama;;6.5;10;Indonesian;Garin Nugroho;['Dominique Agisca Diyose', 'Bunga Citra Lestari', 'Morgan Oey', 'Deddy Sutomo', 'Darwyn Tse', 'Melati Zein', nan, nan, nan, nan, nan, nan, nan, nan, nan];99
My Generation;12/08/1964;Unspecial school holidays eventually leads four high school students to the events and adventures that provide very meaningful lessons in their lives.;Drama;;7.0;62;Indonesian;Upi Avianto;['Bryan Warow', 'Arya Vasco', 'Lutesha', 'Alexandra Kosasie', 'Aida Nurmala', 'Surya Saputra', 'Joko Anwar', 'Indah Kalalo', 'Baskara Mahendra', 'Ira Wibowo', 'Karina Suwandhi', 'Tyo Pakusadewo', 'Caitlin North Lewis', 'Raka Hutchison', 'Jihane Almira'];92
Night Bus;23/10/1983;A group of civilians share a bus ride to Sampar, a town full of natural resources. It is heavily guarded by the state army who is fighting against the rebel militias, who want freedom over their homeland.;Crime;17+;7.1;145;Indonesian;Emil Heradi;['T. Rifnu Wikana', 'Yayu A.W. Unru', 'Edward Akbar', 'Hana Prinantina', 'Laksmi Notokusumo', 'Keinaya Meissi Gusti', 'Rahael Ketsia', 'Arya Saloka', 'Abdurrahman Arif', 'Agus Nur Amal', 'Torro Margens', 'Alex Abbad', 'Tyo Pakusadewo', 'Donny Alamsyah', 'Tino Saroengallo'];139
One Fine Day;04/06/1984;Alana (Michelle Ziudith), a girl who is never truly happy with her boyfriend, Danu (Maxime Bouttier), meets a boy named Mahesa (Jefri Nichol) in Barcelona. This unexpected meeting of two opposites brings a big change in both their lives.;Drama;13+;6.8;151;Indonesian;Asep Kusdinar;['Michelle Ziudith', 'Jefri Nichol', 'Maxime Bouttier', 'Amanda Rawles', 'Surya Saputra', 'Ibnu Jamil', 'Dimaz Andrean', 'Juan Carlos Ramil', 'Andrea Tivadar', nan, nan, nan, nan, nan, nan];151
Perfect Dream;18/09/1988;A rich ambitious street mob lost his mind. He endanger his family members, so did his marriage. He had to pay back his fault, and look forward to that destiny was on his side.;Drama;;6.8;8;Indonesian;Hestu Saputra;['Tissa Biani Azzahra', 'Wulan Guritno', 'Olga Lydia', 'Rara Nawangsih', 'Qomar', 'Ferry Salim', 'Henky Solaiman', 'Poppy Sovia', 'Baim Wong', nan, nan, nan, nan, nan, nan];173
Pertaruhan;16/07/1964;Four brothers Ibra, Elzan, Amar, and Ical attempting to collect money for their father's medical. Always get stalemate, the brothers eventually took a very reckless decision.;Action;;8.0;71;Indonesian;Krishto D. Alam;['Tio Pakusadewo', 'Adipati Dolken', 'Aliando Syarief', 'Jefri Nichol', 'Giulio Parengkuan', 'Widika Sidmore', 'T.M. Tarsan', 'Silvia Anggraeni', 'Adri Prasetyo', 'Andri Mashadi', 'Ence Bagus', 'Dini Vitria', 'Fauzi Baadila', 'Ronny P. Tjandra', 'Tania Audrey'];100
Petak Umpet Minako;10/12/1989;A group of former schoolmates gets haunted after playing a famous deadly hide and seek game called 'Hitori Kakurenbo'.;Horror;17+;6.6;54;Indonesian;Billy Christian;['Regina Rengganis', 'Gandhi Fernando', 'Miller Khan', 'Ario Astungkoro', 'Natasha Gott', 'Nicky Tirta', nan, nan, nan, nan, nan, nan, nan, nan, nan];76
Posesif;11/06/2004;Lala is a platform diving athlete in her final year of high school when she meets Yudhis, a transfer student. The initial romance blossoms, but something about Yudhis is unfolding one by one.;Drama;;7.3;740;Indonesian;Edwin;['Putri Marino', 'Adipati Dolken', 'Griselda Agatha', 'Chicco Kurniawan', 'Cut Mini Theo', 'Yayu A.W. Unru', 'Ismail Basbeth', 'Maulidina Putri', 'Herlyani Dias Sukmahati', 'Pranarta', 'Iedham Abditama', 'Radit Oza Zakaria', 'Tyas Nurmara', 'Tri Anggoro', 'Adil Ibra'];119
Rafathar;06/03/1987;Two men try to kidnap a rich family's baby boy who has a superpower named Rafathar.;Adventure;13+;1.4;880;Indonesian;Bounty Umbara;['Verdi Solaiman', 'Rafathar Malik Ahmad', 'Raffi Ahmad', 'Ence Bagus', 'Babe Cabita', 'Nur Fazura', 'Agus Kuncoro', 'Fred Neust', 'Nagita Slavina', 'Henky Solaiman', 'Arie K. Untung', nan, nan, nan, nan];74
Ruqyah: The Exorcism;22/10/2007;This is a true story that happened mid-2012: Mahisa (Evan Sanders) wants to help a movie star named Asha (Celine Evangelista) who feel annoyed by the spirits.;Horror;17+;4.0;65;Indonesian;Jose Poernomo;['Evan Sanders', 'Celine Evangelista', 'Hikmal Abrar Nasution', 'Mega Carefansa', 'Alfie Alfandi', 'Zahra Jasmine', 'Torro Margens', 'Vinnia Kuntadi', 'Ratu Azalia', 'Reza Keling', nan, nan, nan, nan, nan];162
Satan's Slaves;28/12/1986;After dying from a strange illness that she suffered for 3 years, a mother returns home to pick up her children.;Drama;Not Rated;6.6;6877;Indonesian;Joko Anwar;['Tara Basro', 'Bront Palarae', 'Dimas Aditya', 'Endy Arfian', 'Nasar Annuz', 'M. Adhiyat', 'Arswendi Nasution', 'Egy Fedly', 'Ayu Laksmi', 'Elly D. Luthan', 'Fachry Albar', 'Asmara Abigail', nan, nan, nan];119
Security Ugal-Ugalan;26/07/1961;Acho (Muhadkly Acho), Dana (Sadana Agung), Lolox (Lolox) are Megapolitan Security employees led by Indro Commander (Indro Warkop). Dana falls in love with Angela (Alexa Key). Alan (Dimas ...;Action;;7.9;7;Indonesian;Irham Acho Bahtiar;['Muhadkly Acho', 'Dimas Beck', 'Alexa Key', 'Lolox', 'Pamela Safitri', 'Henky Solaiman', 'Ovi Sovianti', 'Sadana Agung Sulistya', 'Indro Warkop', nan, nan, nan, nan, nan, nan];96
Sekala Niskala;02/01/1974;A young girl seeks out imaginative ways to cope with the death of her twin brother.;Drama;;6.9;298;Indonesian;Kamila Andini;['Thaly Titi Kasih', 'Ida Bagus Putu Radithya Mahijasena', 'Ayu Laksmi', 'Ketut Rina', 'Happy Salma', 'Ni Gusti Ayu Putu Raka Suryaningsih', nan, nan, nan, nan, nan, nan, nan, nan, nan];131
Si Juki;30/10/1977;Juki is a popular celebrity until one mistake turns him into number one public enemy. But then, a fallen meteor is threatening to destroy Indonesia and a talented young scientist asks Juki's help to stop the meteor together.;Animation;SU;6.4;90;Indonesian;Faza Meonk;['Muhammad Marzuki', 'Bunga Citra Lestari', 'Faza Meonk', 'Babe Cabita', 'Mongol Stres', 'Wizzy', 'Indro Warkop', 'Pandji Pragiwaksono', 'T.M. Tarsan', 'Butet Kertaradjasa', 'Tio Pakusadewo', 'Mudy Taylor', 'Jaja Mihardja', 'Maya Wulan', 'Agus Kuncoro'];185
Silariang the Movie;26/11/1987;;Drama;;8.0;27;Indonesian;Wisnu Adi;['Nurlela M. Ipa', 'Dewi Irawan', 'Bisma Karisma', 'Sese Lawing', 'Muhary Wahyu Nurba', 'Cipta Perdana', 'Andania Suri', nan, nan, nan, nan, nan, nan, nan, nan];169
Stip & Pensil;10/12/1963;Four rich high school students try to proof that they are not as arrogant as people in the school talk about.;Comedy;13+;6.7;111;Indonesian;Ardy Octaviand;['Ernest Prakasa', 'Tatjana Saphira', 'Indah Permatasari', 'Ardit Erwandha', 'Pandji Pragiwaksono', 'Arie Kriting', 'Ghita Bhebhita', 'Iqbal Sinchan', 'Rangga Azof', nan, nan, nan, nan, nan, nan];177
Suhu Beku: The Movie;21/10/1998;;Drama;13+;7.7;6;Indonesian;Rusmin Nuryadin;['Muhammad Nur Fauzan', 'Andi Muhammad Fadli', 'Muhammad Fikri Alif', 'Muhammad Fathur Rachman', 'Nasly Perosyah', 'Falih Ichsan', 'Rifky Prasetya', nan, nan, nan, nan, nan, nan, nan, nan];61
Surat Cinta Untuk Starla the Movie;18/08/1983;Hema has an obsession with nature and always makes a love letter for it. One day, he meets Starla who can make him fall in love. For the first time, he realized that there was a more beautiful love letter that is a love letter for Starla.;Drama;13+;7.0;370;Indonesian;Rudi Aryanto;['Jefri Nichol', 'Caitlin Halderman', 'Salshabilla Adriani', 'Ricky Cuaca', 'Ramzi', 'Meriam Bellina', 'Mathias Muchus', 'Dian Nitami', 'Rianti Cartwright', 'Kevin Royano', 'Rizky Hanggono', 'Yayu A.W. Unru', 'Teuku Ryzki', 'Erwin Bagindo', 'Amanda Manoppo'];76
Surat Kecil Untuk Tuhan;03/10/1983;Two orphan siblings are forced to work as street beggars. One day, an accident lead them to separation. 15 years had passed, one of them is now a successful person, but the past is still haunted them and they decided to find each other.;Drama;R;7.4;121;Indonesian;Fajar Bustomi;['Bima Azriel', 'Susan Bachtiar', 'Dorman Borisman', 'Kin Wah Chew', 'Ben Joshua', 'Aura Kasih', 'Izzati Khanza', 'Maudy Koesnaedi', 'Bunga Citra Lestari', 'Jeroen Lezer', 'Lukman Sardi', 'Joe Taslim', nan, nan, nan];115
Surau dan Silek;09/06/1990;An eleven-year-old boy discovers the true meaning of silek (a martial art) when he meets a 60-year-old retired university teacher and former silek warrior that he is resolved to put an end to his feud with his competitors.;Drama;;8.8;62;Minangkabau;Arief Malinmudo;['Randu Arini', 'Barry F. Cheln', 'Gilang Dirga', 'Dewi Irawan', 'Bima Jousant', 'Yusril Katil', 'Bintang Khairafi', 'Ricky Komo', 'Muhammad Razi', 'Praz Teguh', nan, nan, nan, nan, nan];105
Surga Yang Tak Dirindukan 2;03/10/1990;Sequel to the 2015 film 'Surga Yang Tak Dirindukan'.;Drama;13+;7.1;359;Indonesian;Hanung Bramantyo;['Laudya Cynthia Bella', 'Fedi Nuril', 'Raline Shah', 'Reza Rahadian', 'Sandrinna Michelle', 'Nora Danish', 'Kemal Palevi', 'Tanta Ginting', 'Muhadkly Acho', 'Andi Keefe Bazli Ardiansyah', 'David Chalik', 'Tasya Medina', 'Vitta Mariana Barrazza', 'Noel Kevas', 'Analies Putri'];163
Susah Sinyal;16/10/1961;Ellen does not keep her promise to watch Kiara's performance at the talent show competition between high schools. Kiara is angry and goes to Sumba alone, where she could feel a glimmer of happiness.;Comedy;;7.1;773;Indonesian;Ernest Prakasa;['Adinia Wirasti', 'Ernest Prakasa', 'Aurora Ribero', 'Refal Hady', 'Valerie Thomas', 'Niniek L. Karim', 'Kin Wah Chew', 'Asri Welas', 'Abdur Arsyad', 'Arie Kriting', 'Gisella Anastasia', 'Gading Marten', 'Dodit Mulyanto', 'Aci Resti', 'Darius Sinathrya'];118
Sweet 20;02/07/2013;A 70-year old fussy grandma finds out that her family will send her to a nursing home. In her deeply saddens and devastates, she mysteriously regains her physical appearance from the age of 20.;Comedy;13+;7.3;285;Indonesian;Ody C. Harahap;['Tatjana Saphira', 'Niniek L. Karim', 'Morgan Oey', 'Kevin Julio', 'Slamet Rahardjo', 'Lukman Sardi', 'Cut Mini Theo', 'Widyawati', 'Alexa Key', 'Tika Panggabean', 'Nina Kozok', 'McDanny', 'Ardit Erwandha', 'Erick Estrada', 'Randhika Jamil'];165
The Carousel Never Stops Turning;28/03/1971;This film talks about today's Indonesia from different perspectives economy, politics, arts and culture, society, laws, and history outlined in several fragments influenced by one another.;Drama;;6.8;20;Indonesian;Ismail Basbeth;['Cornelio Sunny', 'Dhea Ananda', 'Leilani Hermiasih', 'Shalfia Fala Pratika', 'Gandhi Fernando', 'Giras Basuwondo', 'Ibnu Widodo', 'Karina Salim', 'Yan Widjaya', 'Natasha Gott', 'Paul Agusta', 'Rukman Rosadi', 'Sekar Sari', 'Verdi Solaiman', nan];117
The Curse;26/10/2000;An expatriate lawyer girl from Indonesia who working in Australia got message from ghost spirit.;Horror;;5.3;19;Indonesian;Muhammad Yusuf;['Prisia Nasution', 'Shareefa Daanish', 'Lia Waode', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];112
